id	HS	TR	AG
4763	1	0	0
4019	1	0	1
6481	1	1	0
6634	0	0	0
4865	0	0	0
8349	0	0	0
911	0	0	0
3293	0	0	0
7857	0	0	0
2826	0	0	0
2865	1	0	1
5739	1	0	0
7949	0	0	0
3786	1	0	0
6050	1	1	0
8923	1	0	1
4679	1	0	1
9005	1	1	1
378	0	0	0
1799	0	0	0
1751	1	0	0
6556	0	0	0
2377	0	0	0
2087	0	0	0
2155	1	0	0
1784	0	0	0
6026	1	0	0
1252	1	0	0
6629	0	0	0
9090	1	0	1
6513	1	1	1
1064	1	0	1
6864	1	1	0
5415	0	0	0
6692	0	0	0
6839	0	0	0
5326	0	0	0
4751	1	0	0
2416	0	0	0
9175	0	0	0
4071	0	0	0
3333	0	0	0
8503	0	0	0
6849	0	0	0
2009	0	0	0
4182	0	0	0
4079	0	0	0
3665	1	0	0
1387	1	0	1
1163	0	0	0
5976	0	0	0
3348	0	0	0
5771	0	0	0
974	1	0	1
5490	1	1	0
8572	0	0	0
522	1	0	0
5194	1	1	0
4325	0	0	0
9055	0	0	0
4441	0	0	0
7090	0	0	0
8770	0	0	0
774	0	0	0
8108	1	0	0
1964	0	0	0
9165	0	0	0
2984	0	0	0
5038	1	1	0
8455	1	1	0
3362	0	0	0
5612	1	0	0
3405	1	0	1
5962	1	1	1
5248	1	0	1
3722	0	0	0
1601	0	0	0
4973	1	1	1
6816	0	0	0
4726	1	1	1
6732	0	0	0
9185	1	1	0
1578	0	0	0
6093	1	1	0
1621	0	0	0
798	0	0	0
4249	1	0	0
933	0	0	0
5026	0	0	0
4178	0	0	0
4423	1	0	0
1596	0	0	0
414	0	0	0
4116	0	0	0
2411	1	0	1
1777	1	0	1
4028	0	0	0
3152	0	0	0
1143	0	0	0
7801	0	0	0
5904	1	1	0
8938	0	0	0
8112	0	0	0
8574	1	0	0
229	0	0	0
7486	0	0	0
7338	0	0	0
8156	0	0	0
7179	0	0	0
5477	1	1	0
2008	0	0	0
6811	0	0	0
3600	0	0	0
5711	1	0	0
5011	1	1	0
2117	0	0	0
8350	0	0	0
2000	0	0	0
7441	0	0	0
2094	1	0	0
3825	0	0	0
2397	1	0	0
6645	1	1	0
3647	0	0	0
2902	0	0	0
4636	0	0	0
442	0	0	0
8664	0	0	0
8729	1	1	1
8666	0	0	0
3938	0	0	0
1240	0	0	0
8561	1	0	0
2175	0	0	0
3730	0	0	0
1023	0	0	0
4010	0	0	0
366	1	0	1
7566	1	1	0
3170	0	0	0
7559	0	0	0
6329	1	0	0
7380	0	0	0
4817	1	1	1
6101	1	1	0
3551	0	0	0
9191	0	0	0
6306	1	1	0
9020	1	1	1
6250	0	0	0
5017	1	0	1
9137	0	0	0
3474	0	0	0
7974	0	0	0
8943	1	1	0
404	1	0	1
1001	0	0	0
1910	1	0	1
3812	1	0	0
1678	1	0	1
6144	1	1	0
2073	0	0	0
8968	0	0	0
7277	0	0	0
6922	0	0	0
376	0	0	0
6724	0	0	0
2775	0	0	0
4452	0	0	0
2572	0	0	0
3395	0	0	0
4391	1	0	0
268	0	0	0
852	0	0	0
5595	0	0	0
5144	1	1	1
5724	1	0	1
4846	1	0	0
3654	1	0	1
1870	1	0	1
4983	1	1	1
8151	1	0	0
4103	1	0	1
8687	0	0	0
848	0	0	0
1915	0	0	0
4311	0	0	0
7531	0	0	0
3640	1	0	0
465	0	0	0
7973	0	0	0
4981	1	0	0
7256	0	0	0
3081	1	0	1
4436	0	0	0
2289	0	0	0
476	0	0	0
1114	0	0	0
2804	0	0	0
8743	0	0	0
8995	0	0	0
6850	0	0	0
5888	0	0	0
1914	1	0	1
6242	0	0	0
1369	0	0	0
2332	1	1	1
1214	0	0	0
1076	0	0	0
5822	1	0	0
2109	0	0	0
3331	1	0	1
5148	1	1	1
8681	0	0	0
432	1	0	1
7221	0	0	0
5489	1	0	0
6171	1	1	1
5154	0	0	0
6415	1	1	0
6345	1	1	0
3323	0	0	0
3988	0	0	0
8266	1	1	0
6949	1	1	0
4408	0	0	0
6720	0	0	0
1303	0	0	0
8269	1	1	0
8536	1	1	1
2908	0	0	0
3682	1	0	0
1925	1	0	0
3911	1	0	1
7079	0	0	0
4725	1	1	1
1345	0	0	0
5535	1	0	0
2896	0	0	0
6691	0	0	0
3672	1	0	0
4443	1	0	0
1017	1	0	1
1110	1	0	1
2590	0	0	0
4672	0	0	0
3552	0	0	0
1225	0	0	0
5242	1	1	0
4056	0	0	0
7459	0	0	0
7096	0	0	0
4711	1	1	1
2249	0	0	0
3867	1	0	1
5755	0	0	0
7989	0	0	0
872	0	0	0
4027	0	0	0
3830	0	0	0
6157	1	1	0
2646	1	0	0
7442	0	0	0
1764	0	0	0
787	0	0	0
7136	0	0	0
8548	1	1	1
7663	1	0	1
6428	1	1	0
1108	0	0	0
5909	0	0	0
265	1	0	1
4296	1	0	0
3954	0	0	0
2126	0	0	0
7107	0	0	0
2537	0	0	0
1845	0	0	0
6087	1	0	1
7085	1	0	0
6221	1	1	0
4688	0	0	0
8661	0	0	0
505	1	0	1
833	1	1	1
7762	0	0	0
4622	0	0	0
7980	0	0	0
3837	0	0	0
5798	1	1	1
5906	1	1	0
7419	0	0	0
8934	1	0	0
2874	0	0	0
8811	0	0	0
3625	0	0	0
6482	0	0	0
5691	1	1	0
6498	0	0	0
547	0	0	0
1803	1	0	0
1698	0	0	0
884	0	0	0
5667	1	0	0
4076	0	0	0
1327	0	0	0
7854	0	0	0
4345	0	0	0
7439	0	0	0
2769	1	0	1
7149	0	0	0
2949	0	0	0
2962	1	0	0
3762	1	0	1
8176	0	0	0
238	0	0	0
243	0	0	0
1390	1	0	0
3425	1	0	1
6359	0	0	0
6455	0	0	0
8390	0	0	0
4405	1	0	1
7713	0	0	0
2472	1	0	1
5168	1	0	0
6293	0	0	0
6437	1	1	1
2773	0	0	0
5279	1	1	0
4054	0	0	0
3309	1	0	0
7103	0	0	0
3627	0	0	0
2433	0	0	0
6565	0	0	0
5692	1	1	1
7555	0	0	0
4398	1	0	1
5216	0	0	0
7609	0	0	0
5922	0	0	0
3882	1	0	1
2128	0	0	0
6219	0	0	0
5948	0	0	0
3347	0	0	0
8220	1	1	0
1609	0	0	0
1819	0	0	0
3115	1	0	1
8778	0	0	0
7372	0	0	0
8599	0	0	0
6449	1	1	0
5097	1	1	0
3566	1	0	0
8742	0	0	0
4370	0	0	0
9147	0	0	0
4207	0	0	0
8506	1	1	0
3968	0	0	0
5182	1	1	0
1939	0	0	0
3239	1	0	0
3099	0	0	0
2261	0	0	0
3180	1	0	1
955	1	1	0
6719	0	0	0
1508	0	0	0
7188	0	0	0
1785	0	0	0
7386	0	0	0
1928	1	0	0
4937	1	0	0
7654	0	0	0
4591	1	0	0
8293	0	0	0
6959	0	0	0
1442	0	0	0
4842	1	1	0
8759	1	0	1
6084	1	1	1
222	1	0	1
347	1	1	1
573	0	0	0
7818	1	0	0
1267	0	0	0
8867	1	1	0
2205	1	0	1
4976	1	1	0
5686	0	0	0
3265	1	0	1
2183	0	0	0
4574	0	0	0
6791	0	0	0
5351	1	1	0
2408	1	0	1
6111	1	1	0
6188	1	1	1
8186	0	0	0
706	0	0	0
4960	0	0	0
7985	0	0	0
6349	1	1	1
4380	1	0	0
8348	0	0	0
6567	1	0	1
4741	1	0	0
5328	1	0	0
2223	0	0	0
5278	0	0	0
2181	1	0	1
2954	1	0	1
1384	1	0	1
7213	0	0	0
7618	0	0	0
8860	0	0	0
4496	0	0	0
8118	0	0	0
5466	1	1	0
2855	0	0	0
2049	0	0	0
4482	1	0	1
9038	0	0	0
7381	0	0	0
1154	0	0	0
1747	0	0	0
2150	0	0	0
3196	1	0	0
7365	0	0	0
5767	1	0	0
7456	0	0	0
3020	0	0	0
1610	0	0	0
8464	0	0	0
8137	1	1	0
2172	0	0	0
535	0	0	0
2612	1	0	0
1867	0	0	0
7589	0	0	0
677	0	0	0
7715	0	0	0
8358	0	0	0
4715	0	0	0
7658	0	0	0
3448	0	0	0
8523	0	0	0
5231	1	1	0
5914	0	0	0
7755	1	0	1
4700	1	0	0
968	1	0	0
1830	1	1	0
3804	1	0	0
9188	1	0	0
8154	1	0	1
2237	0	0	0
1153	0	0	0
1709	0	0	0
6894	1	0	0
4884	1	0	0
7379	0	0	0
4730	0	0	0
2828	0	0	0
7388	0	0	0
3754	0	0	0
3711	0	0	0
1277	0	0	0
4372	1	0	1
2964	1	0	0
9065	0	0	0
2264	0	0	0
5356	0	0	0
7263	0	0	0
4759	0	0	0
2501	0	0	0
8430	0	0	0
5939	1	1	0
2895	1	0	0
720	0	0	0
8727	1	1	1
2850	0	0	0
5035	0	0	0
4845	1	1	0
758	1	1	0
993	1	0	1
7523	0	0	0
2677	1	0	0
735	1	1	1
8977	0	0	0
8311	0	0	0
1207	0	0	0
5958	0	0	0
8000	0	0	0
2609	0	0	0
6192	1	1	0
2197	0	0	0
6793	0	0	0
5719	1	0	0
4549	0	0	0
3950	1	0	0
3355	0	0	0
2921	1	0	1
3556	0	0	0
8612	0	0	0
395	1	0	1
9159	0	0	0
6027	0	0	0
6296	1	1	0
7328	0	0	0
1227	0	0	0
3442	0	0	0
1586	0	0	0
466	0	0	0
3336	0	0	0
4253	0	0	0
2803	1	0	1
7796	0	0	0
4481	1	0	0
8263	1	1	1
6123	0	0	0
7954	0	0	0
4699	0	0	0
9099	0	0	0
8268	1	1	0
4590	0	0	0
4624	1	0	1
5546	1	1	0
761	1	0	1
4830	1	1	1
3803	0	0	0
6145	1	0	0
6723	0	0	0
4003	1	0	1
6032	1	1	0
7623	0	0	0
1138	1	0	1
8069	0	0	0
2063	0	0	0
8596	0	0	0
4619	0	0	0
2629	0	0	0
3124	0	0	0
4631	1	0	1
6640	1	0	1
8258	0	0	0
854	0	0	0
5468	1	0	0
1039	0	0	0
3489	0	0	0
4853	1	0	0
1107	1	0	0
8847	0	0	0
3777	0	0	0
3162	1	0	0
5673	1	1	0
6940	1	1	0
8822	1	1	0
3454	0	0	0
1011	0	0	0
8338	0	0	0
305	0	0	0
8829	1	0	0
1509	0	0	0
4200	0	0	0
6118	1	1	0
3872	1	0	1
5923	1	1	1
6809	0	0	0
5852	0	0	0
5113	0	0	0
2380	1	0	0
7537	0	0	0
2269	0	0	0
2099	0	0	0
8394	0	0	0
8044	1	1	0
8901	0	0	0
5082	0	0	0
240	0	0	0
3834	1	0	1
7549	0	0	0
2387	1	0	1
7648	0	0	0
6418	0	0	0
2669	0	0	0
1253	1	0	0
630	1	0	1
5237	0	0	0
1333	0	0	0
2693	0	0	0
1097	0	0	0
5556	0	0	0
806	0	0	0
2789	0	0	0
7243	0	0	0
3443	0	0	0
6203	1	1	1
4050	0	0	0
5968	1	1	0
2439	1	0	0
8023	1	1	0
2763	0	0	0
5943	1	0	0
3674	1	0	0
5347	1	1	0
7474	0	0	0
4144	0	0	0
4473	1	0	0
1343	0	0	0
6205	1	1	1
1893	1	1	1
483	0	0	0
7649	0	0	0
3966	0	0	0
7569	1	1	0
9135	1	0	0
1256	1	0	1
4710	1	1	1
6102	1	1	0
946	0	0	0
1512	0	0	0
6066	1	0	0
8999	1	0	0
569	0	0	0
3300	0	0	0
529	0	0	0
8404	0	0	0
5221	1	0	0
2057	0	0	0
5926	0	0	0
5233	1	0	0
6401	1	1	1
6834	0	0	0
5749	1	0	0
2681	1	0	1
8416	0	0	0
1168	0	0	0
9178	1	1	0
6686	0	0	0
2076	1	1	1
7646	0	0	0
1990	1	0	1
8808	1	0	0
8369	0	0	0
1744	1	0	1
3856	0	0	0
492	1	0	1
2637	0	0	0
1598	1	0	1
5236	1	1	1
2452	0	0	0
8733	0	0	0
4540	0	0	0
6074	1	1	0
7881	1	1	1
1350	0	0	0
1351	0	0	0
8305	0	0	0
1014	0	0	0
4585	0	0	0
2494	1	0	0
3379	0	0	0
7862	1	1	1
8538	0	0	0
4900	1	0	0
3828	0	0	0
3172	1	0	1
5523	0	0	0
9002	0	0	0
6604	0	0	0
6871	1	1	0
6525	0	0	0
5813	0	0	0
2513	0	0	0
632	1	0	1
6710	0	0	0
8066	0	0	0
399	1	0	0
2243	0	0	0
7874	0	0	0
4167	0	0	0
4020	0	0	0
542	0	0	0
6946	1	1	1
2600	1	0	1
2682	0	0	0
8973	1	1	1
6882	0	0	0
3363	0	0	0
8702	1	1	0
1414	1	0	1
7880	1	1	0
3896	1	0	1
3004	0	0	0
1446	0	0	0
1289	0	0	0
1997	0	0	0
652	0	0	0
8081	0	0	0
7435	0	0	0
2907	0	0	0
7331	0	0	0
1186	0	0	0
2420	1	1	0
5253	1	0	0
3240	1	0	0
2602	1	0	1
8918	0	0	0
1947	1	0	1
1807	1	0	1
1398	0	0	0
6543	0	0	0
6773	0	0	0
1704	0	0	0
846	1	0	1
5837	1	1	1
8152	0	0	0
8133	0	0	0
8439	1	1	1
8559	1	1	0
8608	1	1	1
4784	1	1	0
4546	1	0	0
6679	0	0	0
9033	0	0	0
3005	1	0	0
1016	0	0	0
1208	1	0	1
5563	1	0	0
5748	1	0	0
2639	1	0	1
8604	0	0	0
3538	0	0	0
675	0	0	0
2055	1	0	1
3964	0	0	0
732	0	0	0
8423	0	0	0
2042	1	0	1
1984	0	0	0
2625	0	0	0
2626	1	0	0
3342	0	0	0
2012	1	0	0
1689	0	0	0
7572	0	0	0
1822	1	0	1
4340	0	0	0
4097	0	0	0
9088	0	0	0
8550	0	0	0
9157	0	0	0
2786	1	0	0
5342	1	1	0
1000	0	0	0
5947	1	1	0
2630	0	0	0
5157	1	1	0
3796	0	0	0
7734	0	0	0
1465	0	0	0
2674	0	0	0
5258	0	0	0
3846	0	0	0
2757	0	0	0
1386	0	0	0
5859	1	1	0
4299	0	0	0
7016	0	0	0
7201	0	0	0
593	0	0	0
3468	0	0	0
5525	0	0	0
6550	0	0	0
2318	0	0	0
4350	1	0	1
1639	0	0	0
7965	0	0	0
8218	1	0	0
9051	0	0	0
5521	0	0	0
4474	0	0	0
7673	1	1	0
2863	0	0	0
5634	0	0	0
4794	1	1	0
1456	0	0	0
4635	0	0	0
6576	0	0	0
5435	0	0	0
6911	0	0	0
5722	1	0	0
298	0	0	0
2291	0	0	0
2194	0	0	0
9074	0	0	0
4938	0	0	0
842	0	0	0
2396	0	0	0
6413	1	1	0
4604	0	0	0
7457	0	0	0
1113	1	0	1
3638	0	0	0
7286	0	0	0
7859	1	1	0
7793	0	0	0
6610	1	1	0
1055	1	0	1
7588	0	0	0
1945	1	0	1
8056	0	0	0
4288	1	1	1
6465	0	0	0
2539	0	0	0
7602	0	0	0
6410	1	1	1
5649	1	0	1
8839	0	0	0
5484	1	1	0
8872	1	1	0
8595	0	0	0
9012	0	0	0
8772	0	0	0
8854	1	1	0
7306	0	0	0
1437	0	0	0
4684	1	0	1
8734	1	1	0
8441	0	0	0
5135	1	1	0
6735	0	0	0
6792	0	0	0
2137	0	0	0
3036	1	1	1
7911	0	0	0
6536	1	0	0
3209	1	0	1
5743	1	0	0
4309	1	0	0
1951	0	0	0
2580	0	0	0
8540	1	1	0
2935	0	0	0
1367	0	0	0
2267	0	0	0
1592	1	0	1
2916	1	0	1
8001	0	0	0
6608	1	1	1
3397	1	0	0
2344	0	0	0
7873	0	0	0
5107	0	0	0
3161	0	0	0
7960	0	0	0
1648	0	0	0
5879	0	0	0
7426	0	0	0
8825	0	0	0
4016	1	0	1
1579	1	0	0
5645	1	0	0
6760	0	0	0
7634	1	1	0
6504	0	0	0
6931	0	0	0
3249	1	0	0
342	0	0	0
4968	1	1	1
4018	1	0	1
2910	0	0	0
3926	0	0	0
2404	1	0	0
4514	1	0	1
1657	0	0	0
5444	1	1	0
5398	0	0	0
9075	1	1	0
8653	0	0	0
1969	1	0	1
5920	1	1	0
1066	0	0	0
1142	1	0	0
3850	0	0	0
4655	0	0	0
3415	1	0	1
4158	0	0	0
3417	1	0	0
8411	0	0	0
6838	1	0	1
9049	0	0	0
6014	0	0	0
4248	0	0	0
2528	1	0	1
4420	1	1	1
3559	1	0	0
8327	0	0	0
5633	0	0	0
5894	0	0	0
3881	0	0	0
941	0	0	0
1445	1	0	1
5955	1	1	0
7294	0	0	0
6653	0	0	0
2180	1	0	0
6036	1	0	0
8858	1	1	1
6079	0	0	0
2024	1	0	1
1619	1	0	1
1102	0	0	0
439	0	0	0
6688	0	0	0
3037	0	0	0
945	0	0	0
2847	1	0	0
4013	1	0	0
8172	0	0	0
9163	1	0	1
2179	0	0	0
4109	1	0	0
1528	0	0	0
7861	0	0	0
4308	0	0	0
5808	1	0	0
2547	0	0	0
7081	0	0	0
5970	1	1	1
9078	1	1	1
462	0	0	0
2302	0	0	0
1419	0	0	0
7083	1	1	0
4453	1	0	1
9189	1	1	1
9010	1	1	1
6842	0	0	0
7175	0	0	0
5127	1	1	0
5619	1	0	0
7066	0	0	0
6368	1	0	0
5042	1	0	1
6970	0	0	0
2970	0	0	0
9025	1	0	0
7476	0	0	0
6135	0	0	0
5425	1	0	0
2019	0	0	0
7535	0	0	0
5363	0	0	0
1429	1	0	1
3876	0	0	0
5636	0	0	0
2489	0	0	0
2033	1	0	1
9070	1	0	0
2667	1	0	1
2161	0	0	0
4836	1	1	1
7438	0	0	0
9044	1	1	0
8620	1	1	0
5370	1	1	0
8564	0	0	0
4229	0	0	0
3438	0	0	0
5587	1	1	0
8238	1	0	0
1972	0	0	0
5128	1	1	1
4390	0	0	0
4851	1	0	0
8750	0	0	0
7593	0	0	0
5449	1	1	0
7893	0	0	0
8142	0	0	0
3435	0	0	0
7616	0	0	0
2113	1	0	1
1250	0	0	0
1298	1	0	0
8418	0	0	0
3373	0	0	0
8065	0	0	0
5314	1	1	0
4712	1	1	1
7640	1	1	0
5674	1	0	0
2231	1	0	1
7399	0	0	0
1093	1	0	1
3085	0	0	0
9059	0	0	0
7233	0	0	0
3783	1	0	1
892	0	0	0
4953	0	0	0
6555	0	0	0
8551	0	0	0
6227	0	0	0
7694	0	0	0
4775	1	0	0
7850	0	0	0
6704	0	0	0
2463	0	0	0
4559	1	0	0
1326	0	0	0
6086	0	0	0
8677	0	0	0
6202	0	0	0
4395	0	0	0
4217	0	0	0
8557	1	1	0
6895	0	0	0
1675	0	0	0
6056	1	1	1
3071	0	0	0
2936	1	0	1
6921	0	0	0
1116	0	0	0
8587	0	0	0
4113	0	0	0
6332	1	0	0
7311	0	0	0
499	1	0	1
5117	1	1	1
7841	0	0	0
8929	0	0	0
1307	1	0	1
2484	0	0	0
7504	0	0	0
8820	0	0	0
6146	0	0	0
7033	0	0	0
6105	1	0	0
6995	0	0	0
4183	1	1	1
1771	1	0	1
2059	0	0	0
8183	0	0	0
204	0	0	0
747	0	0	0
6085	1	1	1
4047	0	0	0
2118	0	0	0
2506	0	0	0
5874	0	0	0
5050	1	0	0
1943	0	0	0
4300	0	0	0
596	0	0	0
1988	0	0	0
5716	1	0	0
2647	0	0	0
3992	0	0	0
1714	0	0	0
5225	0	0	0
5053	0	0	0
8643	0	0	0
723	0	0	0
249	0	0	0
3727	1	0	1
1331	0	0	0
7393	0	0	0
6518	0	0	0
8474	0	0	0
7781	0	0	0
4798	0	0	0
4317	0	0	0
1808	1	0	0
8910	0	0	0
3516	0	0	0
6897	1	1	0
1318	0	0	0
3458	0	0	0
3484	0	0	0
2509	1	0	0
8566	1	0	1
4690	1	0	1
3935	1	0	0
9131	0	0	0
6466	0	0	0
629	0	0	0
6083	0	0	0
2884	1	0	0
7780	0	0	0
5118	1	0	0
7287	0	0	0
1948	1	0	0
881	1	0	0
6678	0	0	0
1593	0	0	0
4995	1	1	1
3792	0	0	0
8481	1	0	0
7217	0	0	0
1871	0	0	0
4279	0	0	0
8336	1	0	1
5949	0	0	0
5710	1	0	0
7925	0	0	0
3286	0	0	0
8533	0	0	0
6828	0	0	0
1413	1	0	1
1844	0	0	0
8704	1	1	0
4828	1	0	0
5742	1	0	1
8364	0	0	0
1952	0	0	0
1886	0	0	0
1278	1	0	1
3250	1	0	1
5696	1	1	0
1746	0	0	0
8325	1	1	0
1433	0	0	0
2503	1	0	0
4292	0	0	0
5848	0	0	0
3617	0	0	0
6535	1	1	1
4070	1	0	0
2149	0	0	0
3453	0	0	0
5178	1	0	0
5319	1	1	1
7334	0	0	0
329	1	0	1
6103	1	0	1
3382	1	0	0
2219	0	0	0
1410	0	0	0
5927	0	0	0
6346	1	1	0
2399	1	0	0
3047	1	0	1
7002	0	0	0
3608	0	0	0
3687	1	0	0
5740	1	0	0
1377	1	0	0
9166	0	0	0
4910	1	1	0
3142	0	0	0
2201	0	0	0
7424	0	0	0
8875	1	1	0
4665	0	0	0
8622	0	0	0
3781	0	0	0
7641	0	0	0
6389	0	0	0
2888	1	0	1
3298	0	0	0
8837	0	0	0
5912	1	1	0
1341	1	0	0
5895	1	1	0
781	1	0	1
4365	1	0	0
2734	1	0	1
2829	0	0	0
8879	0	0	0
5548	1	0	0
5049	1	0	0
8451	1	1	0
1588	0	0	0
3503	0	0	0
4237	0	0	0
2578	0	0	0
5881	1	1	0
1409	1	0	1
7534	0	0	0
5830	1	1	0
2343	0	0	0
5862	0	0	0
6613	0	0	0
4009	0	0	0
7598	1	1	0
1025	0	0	0
3535	1	0	0
4132	1	0	0
7905	0	0	0
1831	0	0	0
612	0	0	0
3776	0	0	0
709	1	0	1
6769	0	0	0
1109	0	0	0
5438	0	0	0
4626	1	0	1
8507	0	0	0
5143	0	0	0
8322	0	0	0
8985	0	0	0
1765	1	1	1
7022	0	0	0
6387	0	0	0
2213	0	0	0
3068	0	0	0
8463	0	0	0
8392	0	0	0
8169	0	0	0
6813	0	0	0
8701	1	1	0
3110	0	0	0
271	0	0	0
5890	1	1	0
3155	0	0	0
4055	0	0	0
208	0	0	0
8588	0	0	0
411	1	0	1
7784	0	0	0
8289	1	1	1
1357	0	0	0
1166	0	0	0
1306	0	0	0
4415	1	0	1
1290	0	0	0
8852	0	0	0
6487	1	1	0
2730	1	0	1
7691	1	1	0
2259	0	0	0
4480	0	0	0
1447	1	0	1
1510	0	0	0
2462	0	0	0
4446	1	0	1
6804	0	0	0
4321	0	0	0
201	1	0	1
1091	0	0	0
8521	1	1	0
4797	0	0	0
8865	0	0	0
2240	0	0	0
7114	0	0	0
4433	1	0	1
7829	1	0	0
7731	0	0	0
889	0	0	0
1128	0	0	0
6224	1	1	1
8052	0	0	0
489	0	0	0
1195	0	0	0
1647	1	0	1
6747	0	0	0
4169	0	0	0
382	0	0	0
3075	1	0	1
4519	0	0	0
2108	1	0	0
8388	0	0	0
4036	0	0	0
4547	0	0	0
4291	0	0	0
6939	0	0	0
4314	0	0	0
4417	0	0	0
7187	0	0	0
2811	0	0	0
498	1	0	0
4537	1	0	1
8422	0	0	0
5058	1	0	0
1976	1	0	1
4303	0	0	0
6590	0	0	0
3025	0	0	0
7029	0	0	0
6562	0	0	0
5261	0	0	0
4849	1	0	0
5615	0	0	0
7697	0	0	0
6744	0	0	0
1049	0	0	0
1169	1	1	1
3175	0	0	0
1804	1	0	0
6694	1	0	0
7500	0	0	0
5950	1	1	0
5202	1	1	1
4905	1	1	1
